Date,Open,High,Low,Close,Adj Close,Volume
2020-08-19,11990.884766,12028.923828,11687.333008,11758.283203,11758.283203,24502851117
2020-08-20,11761.500000,11900.411133,11710.063477,11878.372070,11878.372070,20175242945
2020-08-21,11878.026367,11899.259766,11564.979492,11592.489258,11592.489258,23762425999
2020-08-22,11585.477539,11689.407227,11448.805664,11681.825195,11681.825195,20224191306
2020-08-23,11679.696289,11713.429688,11559.920898,11664.847656,11664.847656,18482062658
2020-08-24,11663.689453,11807.631836,11623.250000,11774.595703,11774.595703,20681511755
2020-08-25,11773.588867,11778.299805,11189.850586,11366.134766,11366.134766,26301509932
2020-08-26,11366.894531,11530.052734,11296.993164,11488.363281,11488.363281,22466660958
2020-08-27,11485.608398,11570.786133,11185.941406,11323.397461,11323.397461,23240415076
2020-08-28,11325.295898,11545.615234,11316.422852,11542.500000,11542.500000,19807127588
2020-08-29,11541.054688,11585.640625,11466.292969,11506.865234,11506.865234,17485597759
2020-08-30,11508.713867,11715.264648,11492.381836,11711.505859,11711.505859,19760127945
2020-08-31,11713.306641,11768.876953,11598.318359,11680.820313,11680.820313,22285928250
2020-09-01,11679.316406,12067.081055,11601.128906,11970.478516,11970.478516,27311555343
2020-09-02,11964.823242,11964.823242,11290.793945,11414.034180,11414.034180,28037405299
2020-09-03,11407.191406,11443.022461,10182.464844,10245.296875,10245.296875,31927261555
2020-09-04,10230.365234,10663.919922,10207.940430,10511.813477,10511.813477,29965130374
2020-09-05,10512.530273,10581.571289,9946.675781,10169.567383,10169.567383,44916565292
2020-09-06,10167.216797,10353.927734,10056.885742,10280.351563,10280.351563,37071460174
2020-09-07,10280.998047,10399.153320,9916.493164,10369.563477,10369.563477,33703098409
2020-09-08,10369.306641,10414.775391,9945.110352,10131.516602,10131.516602,33430927462
2020-09-09,10134.151367,10350.542969,10017.250977,10242.347656,10242.347656,24128292755
2020-09-10,10242.330078,10503.912109,10238.135742,10363.138672,10363.138672,54406443211
2020-09-11,10369.028320,10434.922852,10140.836914,10400.915039,10400.915039,45201121775
2020-09-12,10409.861328,10578.837891,10292.386719,10442.170898,10442.170898,36750077324
2020-09-13,10452.399414,10577.214844,10224.330078,10323.755859,10323.755859,36506852789
2020-09-14,10328.734375,10800.010742,10266.008789,10680.837891,10680.837891,35453581940
2020-09-15,10677.754883,10938.631836,10656.459961,10796.951172,10796.951172,32509451925
2020-09-16,10797.761719,11100.124023,10704.884766,10974.905273,10974.905273,30769986455
2020-09-17,10973.251953,11037.420898,10774.627930,10948.990234,10948.990234,38151810523
2020-09-18,10951.820313,11034.908203,10829.657227,10944.585938,10944.585938,26341903912
2020-09-19,10933.752930,11134.092773,10909.618164,11094.346680,11094.346680,22764204008
2020-09-20,11095.870117,11095.870117,10814.477539,10938.271484,10938.271484,24699523788
2020-09-21,10934.925781,10988.304688,10380.260742,10462.259766,10462.259766,28884999244
2020-09-22,10459.624023,10568.077148,10382.726563,10538.459961,10538.459961,23621787804
2020-09-23,10539.457031,10637.847656,10185.774414,10225.864258,10225.864258,22986733997
2020-09-24,10227.479492,10765.794922,10215.205078,10745.548828,10745.548828,23017536742
2020-09-25,10747.472656,10757.548828,10594.047852,10702.290039,10702.290039,21232549821
2020-09-26,10702.237305,10778.500000,10682.082031,10754.437500,10754.437500,18105012128
2020-09-27,10752.939453,10804.732422,10643.458008,10774.426758,10774.426758,18016880214
2020-09-28,10771.641602,10949.123047,10716.676758,10721.327148,10721.327148,22720365389
2020-09-29,10712.462891,10858.939453,10665.344727,10848.830078,10848.830078,20459870042
2020-09-30,10845.411133,10856.528320,10689.670898,10787.618164,10787.618164,20759622010
2020-10-01,10785.010742,10915.843750,10493.552734,10623.330078,10623.330078,27178227816
2020-10-02,10624.390625,10662.813477,10440.311523,10585.164063,10585.164063,23127839259
2020-10-03,10583.806641,10614.091797,10527.978516,10565.493164,10565.493164,17094010304
2020-10-04,10567.919922,10700.791016,10531.342773,10684.428711,10684.428711,17546792792
2020-10-05,10688.034180,10804.000977,10646.443359,10804.000977,10804.000977,19385191766
